worker	project_id	task_id	resolution_type	start_ts	end_ts
login5	1	task_1062	resolution_1	1575450642	1575450863
login5	1	task_1063	resolution_1	1576481789	1576482067
login5	1	task_1064	resolution_1	1576482071	1576482202
login5	1	task_1065	resolution_1	1576483192	1576483474
login5	1	task_1066	resolution_1	1575364192	1575364763
login5	2	task_1067	resolution_1	1575495257	1575496287
login5	2	task_1068	resolution_1	1576843206	1576843617
login5	1	task_1069	resolution_1	1575370540	1575372230
login5	1	task_1070	resolution_1	1575361766	1575362315
login5	2	task_1071	resolution_1	1576051331	1576053095
login5	1	task_1072	resolution_1	1575640245	1575641114
login5	1	task_1073	resolution_1	1576662874	1576662914
login5	1	task_1074	resolution_1	1575642847	1575643232
login5	1	task_1075	resolution_1	1575176226	1575178119
login5	1	task_1076	resolution_1	1575362769	1575362819
login5	1	task_1077	resolution_1	1576480840	1576481513
login5	1	task_1078	resolution_1	1575178122	1575179431
login5	1	task_1079	resolution_1	1576399016	1576399779
login5	1	task_1080	resolution_1	1575362318	1575362765
login5	1	task_1081	resolution_1	1576662606	1576662870
login5	2	task_1082	resolution_1	1575642082	1575642703
login5	1	task_1083	resolution_1	1576662302	1576662602
login5	1	task_1084	resolution_1	1576053517	1576053590
login5	1	task_1085	resolution_1	1576053592	1576054206
login5	1	task_1086	resolution_1	1575288832	1575290473
login5	1	task_1087	resolution_1	1575633110	1575633191
login5	1	task_1088	resolution_1	1575448318	1575449125
login5	1	task_1089	resolution_1	1575356366	1575356774
login5	1	task_1090	resolution_1	1575449127	1575449906
login5	1	task_1091	resolution_1	1576657733	1576658097
login5	1	task_1092	resolution_1	1575449909	1575450638
login5	1	task_1093	resolution_1	1575362820	1575363325
login5	2	task_1094	resolution_1	1576840934	1576842417
login5	1	task_1095	resolution_1	1576398484	1576398846
login5	1	task_1096	resolution_1	1576398353	1576398479
login5	2	task_1097	resolution_1	1576397924	1576398340
login5	2	task_1098	resolution_1	1575889536	1575890041
login5	1	task_1099	resolution_1	1575887853	1575888134
login5	1	task_1100	resolution_1	1575880660	1575881347
login5	1	task_1101	resolution_1	1575887152	1575887760
login5	1	task_1102	resolution_1	1575881349	1575881629
login5	1	task_1103	resolution_1	1576664773	1576664800
login5	1	task_1104	resolution_1	1575879453	1575879754
login5	1	task_1105	resolution_1	1575879201	1575879451
login5	2	task_1106	resolution_1	1575877825	1575878184
login5	1	task_1107	resolution_1	1575227013	1575227530
login5	1	task_1108	resolution_1	1575878494	1575878870
login5	1	task_1109	resolution_1	1575878438	1575878493
login5	1	task_1110	resolution_1	1575878196	1575878436
login5	2	task_1111	resolution_1	1575227541	1575227842
login5	1	task_1112	resolution_1	1575876633	1575877332
login5	2	task_1113	resolution_1	1575973096	1575973702
login5	2	task_1114	resolution_1	1576654187	1576654400
login5	1	task_1115	resolution_1	1575644960	1575645008
login5	1	task_1116	resolution_1	1576654417	1576655197
login5	1	task_1117	resolution_1	1576660728	1576661384
login5	2	task_1118	resolution_1	1575874670	1575875217
login5	2	task_1119	resolution_1	1575875221	1575875710
login5	1	task_1120	resolution_1	1575975322	1575975973
login5	1	task_1121	resolution_1	1575877335	1575877580
login5	2	task_1122	resolution_1	1575875714	1575875980
login5	1	task_1123	resolution_1	1575875992	1575876629
login5	1	task_1124	resolution_1	1576661388	1576662130
login5	1	task_1125	resolution_1	1575645009	1575645608
login5	1	task_1126	resolution_1	1575961380	1575962354
login5	1	task_1127	resolution_1	1575643235	1575643855
login5	1	task_1128	resolution_1	1575232936	1575233399
login5	1	task_1129	resolution_1	1575886237	1575887150
login5	1	task_1130	resolution_1	1575888400	1575888554
login5	2	task_1131	resolution_1	1575229827	1575231057
login5	1	task_1132	resolution_1	1575887762	1575887852
login5	2	task_1133	resolution_1	1576653981	1576654182
login5	1	task_1134	resolution_1	1576658948	1576659386
login5	2	task_1135	resolution_1	1575228331	1575229825
login5	1	task_1136	resolution_1	1575969104	1575969708
login5	1	task_1137	resolution_1	1576659390	1576659713
login5	1	task_1138	resolution_1	1575883143	1575883599
login5	1	task_1139	resolution_1	1576660286	1576660724
login5	1	task_1140	resolution_1	1575969070	1575969102
login5	1	task_1141	resolution_1	1575643859	1575644957
login5	1	task_1142	resolution_1	1575884071	1575884644
login5	2	task_1143	resolution_1	1576666518	1576666822
login5	1	task_1144	resolution_1	1575884646	1575884826
login5	1	task_1145	resolution_1	1576659717	1576660281
login5	1	task_1146	resolution_1	1575216164	1575217775
login5	2	task_1147	resolution_1	1575885140	1575885519
login5	1	task_1148	resolution_1	1576663627	1576664337
login5	2	task_1149	resolution_1	1575885521	1575885893
login5	1	task_1150	resolution_1	1576664340	1576664733
login5	1	task_1151	resolution_1	1575884876	1575885110
login5	1	task_1152	resolution_1	1575885985	1575886234
login5	1	task_1153	resolution_1	1576664737	1576664770
login5	1	task_1154	resolution_1	1575878873	1575879198
login5	1	task_1155	resolution_1	1575231071	1575232842
login5	2	task_1156	resolution_1	1575232864	1575232917
login5	1	task_1157	resolution_1	1575879757	1575880658
login5	1	task_1158	resolution_1	1575883601	1575884068
login5	1	task_1159	resolution_1	1575360371	1575361764
login5	2	task_1160	resolution_1	1575498725	1575499400
login5	2	task_1161	resolution_1	1575221731	1575224090
login5	1	task_1162	resolution_1	1576050982	1576051320
login5	1	task_1163	resolution_1	1575633192	1575633484
login5	2	task_1164	resolution_1	1576512943	1576513779
login5	1	task_1165	resolution_1	1575363684	1575364189
login5	1	task_1166	resolution_1	1576664802	1576664851
login5	1	task_1167	resolution_1	1576664977	1576665721
login5	1	task_1168	resolution_1	1575368595	1575370539
login5	1	task_1169	resolution_1	1575367697	1575368593
login5	1	task_1170	resolution_1	1576049664	1576050344
login5	2	task_1171	resolution_1	1575539562	1575541043
login5	2	task_1172	resolution_1	1576488365	1576489008
login5	1	task_1173	resolution_1	1575366939	1575367694
login5	1	task_1174	resolution_1	1576496386	1576497098
login5	1	task_1175	resolution_1	1575288178	1575288829
login5	1	task_1176	resolution_1	1576050491	1576050978
login5	1	task_1177	resolution_1	1576483478	1576483833
login5	1	task_1178	resolution_1	1575492911	1575493202
login5	2	task_1179	resolution_1	1576484482	1576485004
login5	2	task_1180	resolution_1	1575639614	1575640161
login5	1	task_1181	resolution_1	1575187981	1575188068
login5	1	task_1182	resolution_1	1575365301	1575365369
login5	1	task_1183	resolution_1	1575631441	1575632769
login5	1	task_1184	resolution_1	1576050348	1576050389
login5	1	task_1185	resolution_1	1576395826	1576396294
login5	1	task_1186	resolution_1	1576388225	1576388898
login5	1	task_1187	resolution_1	1576490196	1576490686
login5	1	task_1188	resolution_1	1576390631	1576390756
login5	1	task_1189	resolution_1	1576486606	1576486880
login5	1	task_1190	resolution_1	1576390761	1576390929
login5	2	task_1191	resolution_1	1576392122	1576392388
login5	2	task_1192	resolution_1	1575538517	1575539560
login5	1	task_1193	resolution_1	1576387255	1576388127
login5	2	task_1194	resolution_1	1576390945	1576392118
login5	2	task_1195	resolution_1	1576486313	1576486592
login5	1	task_1196	resolution_1	1576386305	1576387247
login5	1	task_1197	resolution_1	1575629900	1575631437
login5	2	task_1198	resolution_1	1575496289	1575496478
login5	1	task_1199	resolution_1	1576050391	1576050489
login5	2	task_1200	resolution_1	1576513783	1576513955
login5	1	task_1201	resolution_1	1576486883	1576487521
login5	2	task_1202	resolution_1	1576510223	1576511046
login5	2	task_1203	resolution_1	1576392392	1576393089
login5	1	task_1204	resolution_1	1575970184	1575970647
login5	2	task_1205	resolution_1	1575290491	1575291246
login5	1	task_1206	resolution_1	1576394606	1576395821
login5	1	task_1207	resolution_1	1576388131	1576388222
login5	1	task_1208	resolution_1	1576665726	1576666405
login5	1	task_1209	resolution_1	1576393971	1576394602
login5	1	task_1210	resolution_1	1575363327	1575363680
login5	1	task_1211	resolution_1	1576492292	1576492756
login5	2	task_1212	resolution_1	1575492277	1575492856
login5	1	task_1213	resolution_1	1576658714	1576658798
login5	1	task_1214	resolution_1	1575708008	1575708354
login5	1	task_1215	resolution_1	1576049279	1576049661
login5	2	task_1216	resolution_1	1576489013	1576489564
login5	1	task_1217	resolution_1	1576047025	1576047670
login5	1	task_1218	resolution_1	1576482337	1576482820
login5	2	task_1219	resolution_1	1576489568	1576489761
login5	1	task_1220	resolution_1	1576482244	1576482332
login5	1	task_1221	resolution_1	1576482206	1576482242
login5	1	task_1222	resolution_1	1576658101	1576658710
login5	1	task_1223	resolution_1	1576658799	1576658872
login5	1	task_1224	resolution_1	1575707362	1575708006
login5	1	task_1225	resolution_1	1575224542	1575225802
login5	1	task_1226	resolution_1	1575632772	1575633108
login5	2	task_1227	resolution_1	1575706416	1575707096
login5	1	task_1228	resolution_1	1576481517	1576481732
login5	2	task_1229	resolution_1	1576489764	1576490183
login5	1	task_1230	resolution_1	1575188337	1575188499
login5	1	task_1231	resolution_1	1576481736	1576481786
login5	1	task_1232	resolution_1	1575633486	1575633903
login5	1	task_1233	resolution_1	1576516426	1576517235
login5	2	task_1234	resolution_1	1575446011	1575446800
login5	1	task_1235	resolution_1	1575185506	1575186599
login5	1	task_1236	resolution_1	1576048200	1576049276
login5	1	task_1237	resolution_1	1576658877	1576658910
login5	1	task_1238	resolution_1	1576658912	1576658945
login5	2	task_1239	resolution_1	1576653460	1576653976
login5	1	task_1240	resolution_1	1575364765	1575365298
login5	1	task_1241	resolution_1	1575638024	1575640244
login5	2	task_1242	resolution_1	1576495884	1576496312
login5	1	task_1243	resolution_1	1575493205	1575494381
login5	1	task_1244	resolution_1	1575187377	1575187979
login5	1	task_1245	resolution_1	1575708356	1575709468
login5	1	task_1246	resolution_1	1576483837	1576484456
login5	2	task_1247	resolution_1	1576652677	1576653455
login5	1	task_1248	resolution_1	1575641622	1575641763
login5	1	task_1249	resolution_1	1575294396	1575295150
login5	2	task_1250	resolution_1	1576663540	1576663601
login5	1	task_1251	resolution_1	1575366044	1575366936
login5	1	task_1252	resolution_1	1576388902	1576389462
login5	1	task_1253	resolution_1	1575188502	1575189118
login5	2	task_1254	resolution_1	1575444189	1575444823
login5	1	task_1255	resolution_1	1575365370	1575366042
login5	1	task_1256	resolution_1	1576482824	1576483188
login5	2	task_1257	resolution_1	1575444827	1575446008
login5	2	task_1258	resolution_1	1576486078	1576486309
login5	1	task_1259	resolution_1	1576662916	1576663133
login5	2	task_1260	resolution_1	1576485008	1576486073
login5	1	task_1261	resolution_1	1575189120	1575189441
login5	1	task_1262	resolution_1	1576389466	1576390626
login6	1	task_1263	resolution_1	1575232333	1575232836
login6	2	task_1264	resolution_1	1575622746	1575623910
login6	2	task_1265	resolution_1	1575192847	1575193920
login6	1	task_1266	resolution_1	1575231721	1575232331
login6	1	task_1267	resolution_1	1575282270	1575282443
login6	1	task_1268	resolution_1	1575284249	1575284347
login6	1	task_1269	resolution_1	1575333315	1575333788
login6	1	task_1270	resolution_1	1575332676	1575333265
login6	1	task_1271	resolution_1	1575285024	1575285399
login6	1	task_1272	resolution_1	1575276670	1575276990
login6	1	task_1273	resolution_2	1575276994	1575277029
login6	1	task_1274	resolution_2	1575277030	1575277067
login6	2	task_1275	resolution_2	1576739797	1576739846
login6	2	task_1276	resolution_1	1576737911	1576739793
login6	1	task_1277	resolution_1	1576835777	1576836293
login6	1	task_1278	resolution_1	1575278582	1575278751
login6	1	task_1279	resolution_1	1575284366	1575285020
login6	1	task_1280	resolution_1	1575277505	1575278255
login6	1	task_1281	resolution_1	1575277069	1575277502
login6	1	task_1282	resolution_1	1575283982	1575284246
login6	1	task_1283	resolution_1	1576833638	1576834043
login6	1	task_1284	resolution_1	1576836672	1576837801
login6	1	task_1285	resolution_2	1575193937	1575193957
login6	1	task_1286	resolution_1	1575331204	1575331378
login6	1	task_1287	resolution_1	1576834868	1576835107
login6	1	task_1288	resolution_1	1575279848	1575280296
login6	1	task_1289	resolution_2	1575207576	1575207666
login6	1	task_1290	resolution_1	1576830992	1576833369
login6	1	task_1291	resolution_1	1575278753	1575279845
login6	1	task_1292	resolution_1	1576835111	1576835773
login6	1	task_1293	resolution_1	1575704583	1575704646
login6	1	task_1294	resolution_1	1575333792	1575334020
login6	1	task_1295	resolution_1	1576836297	1576836668
login6	1	task_1296	resolution_1	1575278257	1575278493
login6	1	task_1297	resolution_1	1576834048	1576834864
login6	1	task_1298	resolution_2	1575278496	1575278526
login6	1	task_1299	resolution_2	1576837865	1576838919
login6	1	task_1300	resolution_1	1575268938	1575269335
login6	1	task_1301	resolution_2	1575334022	1575334034
login6	1	task_1302	resolution_1	1575703950	1575704580
login6	1	task_1303	resolution_1	1575703881	1575703948
login6	1	task_1304	resolution_1	1575756815	1575757911
login6	1	task_1305	resolution_1	1575626666	1575626963
login6	2	task_1306	resolution_2	1575707090	1575707196
login6	2	task_1307	resolution_1	1576825242	1576826429
login6	2	task_1308	resolution_1	1576842272	1576842663
login6	2	task_1309	resolution_1	1576823942	1576825237
login6	1	task_1310	resolution_2	1575194484	1575194497
login6	1	task_1311	resolution_1	1575704647	1575704933
login6	2	task_1312	resolution_1	1575330904	1575331179
login6	1	task_1313	resolution_1	1576830690	1576830988
login6	1	task_1314	resolution_1	1575331656	1575332328
login6	2	task_1315	resolution_1	1576826434	1576827031
login6	2	task_1316	resolution_2	1576827035	1576827048
login6	1	task_1317	resolution_1	1575276093	1575276371
login6	1	task_1318	resolution_1	1575789133	1575790488
login6	2	task_1319	resolution_1	1575330540	1575330901
login6	1	task_1320	resolution_1	1575790833	1575792475
login6	1	task_1321	resolution_2	1576879037	1576879216
login6	1	task_1322	resolution_1	1575275369	1575275700
login6	1	task_1323	resolution_1	1576879221	1576880801
login6	1	task_1324	resolution_2	1575194468	1575194482
login6	1	task_1325	resolution_1	1575193958	1575194457
login6	1	task_1326	resolution_1	1575332330	1575332502
login6	1	task_1327	resolution_1	1575790491	1575790829
login6	2	task_1328	resolution_1	1576735463	1576735708
login6	1	task_1329	resolution_1	1575625707	1575626502
login6	1	task_1330	resolution_1	1576744614	1576745906
login6	1	task_1331	resolution_1	1576838924	1576839695
login6	2	task_1332	resolution_1	1575322147	1575322628
login6	1	task_1333	resolution_1	1575276373	1575276666
login6	2	task_1334	resolution_1	1576829291	1576830177
login6	1	task_1335	resolution_1	1576737440	1576737751
login6	2	task_1336	resolution_1	1576736231	1576736674
login6	2	task_1337	resolution_1	1576827050	1576829286
login6	1	task_1338	resolution_1	1576792324	1576792852
login6	1	task_1339	resolution_2	1575331495	1575331516
login6	1	task_1340	resolution_1	1575241137	1575241326
login6	1	task_1341	resolution_1	1575241328	1575241409
login6	2	task_1342	resolution_1	1576830182	1576830672
login6	1	task_1343	resolution_2	1575626586	1575626607
login6	1	task_1344	resolution_1	1575274651	1575275288
login6	1	task_1345	resolution_2	1575274366	1575274529
login6	2	task_1346	resolution_1	1576132010	1576132372
login6	2	task_1347	resolution_1	1575619966	1575620528
login6	1	task_1348	resolution_1	1575545210	1575545582
login6	1	task_1349	resolution_1	1576154437	1576156124
login6	1	task_1350	resolution_1	1575542182	1575542554
login6	2	task_1351	resolution_1	1575540571	1575541691
login6	2	task_1352	resolution_1	1575617854	1575618444
login6	1	task_1353	resolution_1	1576490172	1576490386
login6	2	task_1354	resolution_1	1576309022	1576309833
login6	1	task_1355	resolution_1	1576310582	1576310743
login6	1	task_1356	resolution_1	1575282445	1575282593
login6	1	task_1357	resolution_1	1575281258	1575282012
login6	1	task_1358	resolution_1	1575270962	1575273320
login6	1	task_1359	resolution_1	1575282015	1575282256
login6	1	task_1360	resolution_2	1575282259	1575282269
login6	2	task_1361	resolution_1	1576485401	1576487308
login6	1	task_1362	resolution_1	1575878061	1575882171
login6	1	task_1363	resolution_1	1576490542	1576490665
login6	1	task_1364	resolution_1	1576490389	1576490537
login6	1	task_1365	resolution_1	1576310748	1576313444
login6	1	task_1366	resolution_1	1576313447	1576314106
login6	1	task_1367	resolution_1	1575882174	1575883495
login6	1	task_1368	resolution_1	1576314111	1576314370
login6	1	task_1369	resolution_1	1576314466	1576316219
login6	2	task_1370	resolution_1	1576482694	1576485397
login6	2	task_1371	resolution_1	1576477709	1576478240
login6	2	task_1372	resolution_1	1576307458	1576309018
login6	2	task_1373	resolution_1	1576320535	1576320895
login6	1	task_1374	resolution_1	1575883635	1575884659
login6	1	task_1375	resolution_1	1576320917	1576321254
login6	1	task_1376	resolution_2	1575884662	1575884681
login6	1	task_1377	resolution_1	1576489847	1576490085
login6	1	task_1378	resolution_1	1575282595	1575283248
login6	2	task_1379	resolution_2	1575618447	1575618477
login6	2	task_1380	resolution_1	1575617656	1575617851
login6	1	task_1381	resolution_1	1575632884	1575633358
login6	1	task_1382	resolution_2	1576449159	1576449191
login6	1	task_1383	resolution_1	1576450060	1576450823
login6	1	task_1384	resolution_1	1575545586	1575546052
login6	1	task_1385	resolution_1	1576449801	1576450018
login6	1	task_1386	resolution_1	1575546055	1575546279
login6	1	task_1387	resolution_1	1575632543	1575632880
login6	1	task_1388	resolution_1	1575546281	1575547003
login6	1	task_1389	resolution_2	1575547005	1575547025
login6	1	task_1390	resolution_2	1575547373	1575547428
login6	1	task_1391	resolution_2	1575547356	1575547372
login6	2	task_1392	resolution_2	1575577178	1575577283
login6	2	task_1393	resolution_1	1575576307	1575577175
login6	1	task_1394	resolution_1	1575267355	1575268934
login6	1	task_1395	resolution_1	1576132389	1576132903
login6	1	task_1396	resolution_1	1575275871	1575276089
login6	1	task_1397	resolution_1	1576842145	1576842256
login6	1	task_1398	resolution_1	1575526370	1575531178
login6	1	task_1399	resolution_1	1575533383	1575533919
login6	1	task_1400	resolution_1	1575531268	1575531659
login6	1	task_1401	resolution_1	1575531181	1575531266
login6	1	task_1402	resolution_1	1575526421	1575533378
login6	1	task_1403	resolution_1	1575627821	1575631435
login6	1	task_1404	resolution_2	1576490090	1576490170
login6	2	task_1405	resolution_1	1576487312	1576489796
login6	1	task_1406	resolution_1	1575543766	1575543995
login6	2	task_1407	resolution_1	1576228655	1576230512
login6	1	task_1408	resolution_1	1575543998	1575545206
login6	1	task_1409	resolution_1	1575280364	1575280716
login6	2	task_1410	resolution_1	1575615231	1575616081
login6	1	task_1411	resolution_1	1575542757	1575543460
login6	2	task_1412	resolution_1	1576230516	1576231270
login6	1	task_1413	resolution_1	1576495035	1576495079
login6	2	task_1414	resolution_1	1575621329	1575621520
login6	1	task_1415	resolution_1	1575849764	1575851073
login6	1	task_1416	resolution_1	1575411443	1575411780
login6	1	task_1417	resolution_2	1575850216	1575850238
login6	2	task_1418	resolution_1	1575851128	1575851547
login6	1	task_1419	resolution_1	1576134195	1576136932
login6	2	task_1420	resolution_1	1576479635	1576480001
login6	2	task_1421	resolution_1	1576480479	1576480641
login6	2	task_1422	resolution_1	1576480646	1576480821
login6	2	task_1423	resolution_2	1576185989	1576186043
login6	2	task_1424	resolution_1	1576185674	1576185985
login6	2	task_1425	resolution_1	1576498526	1576498932
login6	2	task_1426	resolution_1	1576478244	1576479010
login6	2	task_1427	resolution_1	1576479308	1576479630
login6	2	task_1428	resolution_1	1576479014	1576479303
login6	1	task_1429	resolution_1	1575849833	1575850001
login6	2	task_1430	resolution_1	1576186908	1576188793
login6	2	task_1431	resolution_1	1575240634	1575240912
login6	2	task_1432	resolution_1	1576190274	1576190636
login6	2	task_1433	resolution_1	1576190237	1576191148
login6	1	task_1434	resolution_1	1576191172	1576191361
login6	1	task_1435	resolution_1	1576156222	1576156863
login6	1	task_1436	resolution_1	1576191521	1576192190
login6	1	task_1437	resolution_1	1576497351	1576497551
login6	1	task_1438	resolution_2	1576192283	1576192323
login6	2	task_1439	resolution_1	1576192660	1576193450
login6	2	task_1440	resolution_1	1576192383	1576192653
login6	1	task_1441	resolution_1	1576132905	1576133140
login6	1	task_1442	resolution_1	1576133953	1576134192
login6	1	task_1443	resolution_1	1576133143	1576133752
login6	1	task_1444	resolution_1	1576133756	1576133948
login6	2	task_1445	resolution_1	1576188795	1576190232
login6	2	task_1446	resolution_1	1575616085	1575617653
login6	1	task_1447	resolution_1	1575850239	1575850818
login6	1	task_1448	resolution_1	1576490672	1576495033
login6	2	task_1449	resolution_2	1575620532	1575620772
login6	2	task_1450	resolution_1	1575621523	1575621788
login6	2	task_1451	resolution_1	1575620826	1575621119
login6	2	task_1452	resolution_1	1576222311	1576223060
login6	2	task_1453	resolution_1	1576223064	1576223377
login6	2	task_1454	resolution_1	1575618929	1575619963
login6	1	task_1455	resolution_1	1575283250	1575283894
login6	2	task_1456	resolution_1	1575621122	1575621327
login6	2	task_1457	resolution_1	1576223381	1576224341
login6	2	task_1458	resolution_1	1576224346	1576225650
login6	2	task_1459	resolution_1	1576225656	1576226293
login6	2	task_1460	resolution_1	1576482037	1576482690
login6	2	task_1461	resolution_1	1576481779	1576482033
login6	2	task_1462	resolution_1	1575621860	1575622744
login6	1	task_1463	resolution_1	1575849190	1575849742
login6	2	task_1464	resolution_1	1575623913	1575624324
login6	2	task_1465	resolution_1	1575896869	1575897070
login6	1	task_1466	resolution_1	1575270309	1575270959
login6	2	task_1467	resolution_1	1575874359	1575874635
login6	2	task_1468	resolution_1	1575872829	1575874357
login6	2	task_1469	resolution_1	1576226415	1576227246
login6	2	task_1470	resolution_1	1576227250	1576228147
login6	2	task_1471	resolution_1	1576228151	1576228501
login6	2	task_1472	resolution_1	1576481440	1576481774
login6	2	task_1473	resolution_1	1576480825	1576481435
login6	1	task_1474	resolution_1	1575269338	1575269687
login6	2	task_1475	resolution_1	1575874637	1575878037
login6	1	task_1476	resolution_1	1575269691	1575270307
login6	1	task_1477	resolution_1	1575411853	1575412824
login6	2	task_1478	resolution_1	1576477440	1576477706
login6	1	task_1479	resolution_1	1575626965	1575627817
login6	2	task_1480	resolution_1	1576231274	1576232249
login6	2	task_1481	resolution_1	1575618479	1575618816
login6	1	task_1482	resolution_1	1575275290	1575275368
login6	2	task_1483	resolution_2	1576234324	1576234353
login6	1	task_1484	resolution_1	1575547026	1575547354
login6	1	task_1485	resolution_1	1575674327	1575674813
login6	2	task_1486	resolution_1	1575538775	1575539876
login6	2	task_1487	resolution_1	1575540436	1575540568
login6	1	task_1488	resolution_1	1575542651	1575542755
login6	1	task_1489	resolution_1	1575273324	1575274251
login6	2	task_1490	resolution_1	1575526263	1575528084
login6	1	task_1491	resolution_1	1575280751	1575281031
login6	1	task_1492	resolution_1	1576839699	1576840316
login6	2	task_1493	resolution_1	1576841190	1576841293
login6	1	task_1494	resolution_1	1575848560	1575849017
login6	1	task_1495	resolution_1	1576234416	1576235579
login6	1	task_1496	resolution_1	1575274254	1575274365
login6	2	task_1497	resolution_1	1575539880	1575540432
login6	1	task_1498	resolution_1	1575274533	1575274650
login6	2	task_1499	resolution_1	1575533983	1575534742
login6	1	task_1500	resolution_1	1575275702	1575275869
login6	2	task_1501	resolution_1	1575538161	1575538772
login6	1	task_1502	resolution_2	1575674815	1575674854
login6	2	task_1503	resolution_1	1576232254	1576234278
login6	1	task_1504	resolution_1	1575542556	1575542649
login6	1	task_1505	resolution_2	1575278528	1575278580
login6	1	task_1506	resolution_1	1575543478	1575543669
login6	1	task_1507	resolution_1	1576152248	1576153348
login6	1	task_1508	resolution_1	1575796985	1575798070
login6	1	task_1509	resolution_1	1575798072	1575798825
login6	1	task_1510	resolution_1	1575674121	1575674293
login6	1	task_1511	resolution_1	1576236173	1576237806
login6	1	task_1512	resolution_1	1575631438	1575632445
login6	1	task_1513	resolution_1	1575547429	1575547640
login6	2	task_1514	resolution_1	1575671200	1575673728
login6	1	task_1515	resolution_1	1575526294	1575532568
login6	1	task_1516	resolution_2	1575543462	1575543476
login6	2	task_1517	resolution_1	1575574289	1575576304
login7	2	task_1518	resolution_1	1576442624	1576442975
login7	2	task_1519	resolution_1	1576660681	1576660875
login7	2	task_1520	resolution_1	1575892341	1575892758
login7	1	task_1521	resolution_1	1575891564	1575893087
login7	1	task_1522	resolution_1	1575876119	1575876564
login7	1	task_1523	resolution_1	1576440213	1576440899
login7	2	task_1524	resolution_1	1575886728	1575887033
login7	2	task_1525	resolution_1	1575892197	1575893824
login7	2	task_1526	resolution_2	1575975096	1575975371
login7	1	task_1527	resolution_2	1575752521	1575752535
login7	2	task_1528	resolution_2	1575887036	1575887057
login7	1	task_1529	resolution_1	1576669086	1576669655
login7	1	task_1530	resolution_1	1575876566	1575877211
login7	2	task_1531	resolution_1	1575877278	1575877600
login7	1	task_1532	resolution_1	1575746477	1575746631
login7	1	task_1533	resolution_2	1575888942	1575888991
login7	1	task_1534	resolution_1	1575878290	1575878877
login7	2	task_1535	resolution_2	1575887059	1575887069
login7	2	task_1536	resolution_1	1575655458	1575656591
login7	2	task_1537	resolution_1	1575279227	1575280400
login7	1	task_1538	resolution_1	1575970834	1575973083
login7	2	task_1539	resolution_1	1575279090	1575279225
login7	2	task_1540	resolution_1	1575889554	1575889653
login7	2	task_1541	resolution_1	1575875506	1575875701
login7	1	task_1542	resolution_1	1575745536	1575746473
login7	1	task_1543	resolution_1	1576834103	1576835629
login7	2	task_1544	resolution_1	1576668125	1576668845
login7	2	task_1545	resolution_1	1575890434	1575890653
login7	2	task_1546	resolution_1	1575890656	1575890854
login7	1	task_1547	resolution_1	1576238447	1576238811
login7	2	task_1548	resolution_1	1576153154	1576153881
login7	1	task_1549	resolution_1	1575454851	1575455890
login7	1	task_1550	resolution_1	1575879380	1575881545
login7	1	task_1551	resolution_1	1575878879	1575880749
login7	1	task_1552	resolution_1	1575880752	1575880953
login7	2	task_1553	resolution_1	1576238829	1576239299
login7	1	task_1554	resolution_1	1575282232	1575282389
login7	2	task_1555	resolution_1	1575285196	1575285768
login7	2	task_1556	resolution_1	1576239995	1576240461
login7	2	task_1557	resolution_1	1576668117	1576668377
login7	2	task_1558	resolution_1	1575654131	1575655455
login7	1	task_1559	resolution_1	1575975384	1575975572
login7	2	task_1560	resolution_1	1575884568	1575889551
login7	1	task_1561	resolution_1	1575888993	1575889166
login7	2	task_1562	resolution_1	1575889656	1575890064
login7	1	task_1563	resolution_1	1575891183	1575891561
login7	1	task_1564	resolution_2	1576741572	1576741597
login7	2	task_1565	resolution_1	1575968060	1575968657
login7	2	task_1566	resolution_1	1576241203	1576241471
login7	2	task_1567	resolution_2	1575875444	1575875505
login7	1	task_1568	resolution_1	1575454428	1575454849
login7	2	task_1569	resolution_1	1575875704	1575876103
login7	1	task_1570	resolution_1	1576835634	1576835897
login7	2	task_1571	resolution_1	1575278668	1575278878
login7	2	task_1572	resolution_1	1576231372	1576231875
login7	1	task_1573	resolution_1	1575973086	1575974955
login7	1	task_1574	resolution_1	1576428794	1576429152
login7	2	task_1575	resolution_1	1576659550	1576659990
login7	2	task_1576	resolution_1	1575283328	1575284639
login7	2	task_1577	resolution_1	1575287138	1575289093
login7	1	task_1578	resolution_1	1576427717	1576428791
login7	2	task_1579	resolution_2	1575278079	1575278161
login7	2	task_1580	resolution_1	1576659145	1576659546
login7	2	task_1581	resolution_1	1575276917	1575277549
login7	1	task_1582	resolution_1	1575975384	1575975572
login7	1	task_1583	resolution_1	1576746015	1576746516
login7	2	task_1584	resolution_1	1576161564	1576162680
login7	1	task_1585	resolution_1	1576744699	1576746010
login7	2	task_1586	resolution_1	1576746543	1576746905
login7	1	task_1587	resolution_1	1576156163	1576156539
login7	1	task_1588	resolution_1	1576829363	1576829998
login7	2	task_1589	resolution_1	1575278351	1575278555
login7	2	task_1590	resolution_1	1576496220	1576496641
login7	1	task_1591	resolution_2	1576404649	1576404660
login7	1	task_1592	resolution_1	1576404502	1576404645
login7	2	task_1593	resolution_1	1575278557	1575278667
login7	2	task_1594	resolution_1	1575277553	1575277773
login7	1	task_1595	resolution_1	1576829216	1576829360
login7	1	task_1596	resolution_2	1576836137	1576836286
login7	2	task_1597	resolution_1	1576660087	1576660581
login7	2	task_1598	resolution_1	1576743317	1576743697
